PTFECONTAB;PTASIGNACION;PTMONEDA;PTIMPORTE;PTCOMPENSADA;PTCLAVREF1;PTESTADOCOMPENSADO;UOPNOMBREUNIDAD;CODSUCAGE;DISTR_AGE;PROV_AGE;DEP_AGE
15/08/2019;17413365;PEN;24;29/08/2019;85;1;AG.HUAYCAN;191085;Ate;Lima;LIMA
15/07/2019;17309791;USD;100;26/07/2019;194762;1;AG. LA HABANA;194062;San Isidro;Lima;LIMA
15/07/2019;17309796;USD;30;18/07/2019;193853;1;AG.PEZET;193053;San Isidro;Lima;LIMA
15/07/2019;17309805;PEN;200;17/07/2019;4;1;AG.PLAZA SAN MARTIN;191004;Lima;Lima;LIMA
15/07/2019;17309937;USD;89;8/08/2019;245952;1;AG. EL QUINDE - CAJAMARCA;245001;Cajamarca;Cajamarca;CAJAMARCA
15/07/2019;17309984;PEN;700;26/07/2019;405266;1;JAUREGUI;405005;Cercado;Juliaca;PUNO
15/07/2019;17310084;PEN;582;26/07/2019;220208;1;AG.AYACUCHO BANCA DE SERVICIO;220000;Ayacucho;Huamanga;AYACUCHO
15/07/2019;17310089;PEN;400;22/07/2019;380208;1;AG. ICA BANCA DE SERVICIO;380000;Ica;Ica;ICA
15/07/2019;17310102;PEN;472;12/08/2019;385208;1;AG. ILO BANCA DE SERV.;385000;Ilo;Ilo;MOQUEGUA
15/07/2019;17310107;USD;440;16/07/2019;95;1;AG.CAPON;191095;Lima;Lima;LIMA
15/07/2019;17310143;PEN;940;22/07/2019;355966;1;AG. SAN CARLOS;355004;Huancayo;Huancayo;JUNIN
15/07/2019;17310163;PEN;8000;26/07/2019;220208;1;AG.AYACUCHO BANCA DE SERVICIO;220000;Ayacucho;Huamanga;AYACUCHO
15/07/2019;17310178;PEN;245;16/07/2019;59;1;AG.VILLA SOL;191059;Los Olivos;Lima;LIMA
15/07/2019;17310183;USD;820;23/07/2019;4;1;AG.PLAZA SAN MARTIN;191004;Lima;Lima;LIMA
15/07/2019;17310188;PEN;80;19/07/2019;495208;1;AG. PUNO BANCA DE SERVICIO;495000;Puno;Puno;PUNO
15/07/2019;17310197;USD;826;17/07/2019;495208;1;AG. PUNO BANCA DE SERVICIO;495000;Puno;Puno;PUNO
15/07/2019;17310204;PEN;217;16/07/2019;147;1;AG.TOTTUS GUIPOR;191147;Los Olivos;Lima;LIMA
15/07/2019;17310289;PEN;4000;16/07/2019;193822;1;AG. ROSA TORO;193022;San Borja;Lima;LIMA
16/07/2019;17310339;PEN;10000;16/07/2019;4;1;AG.PLAZA SAN MARTIN;191004;Lima;Lima;LIMA
16/07/2019;17310702;PEN;4000;17/07/2019;85;1;AG.HUAYCAN;191085;Ate;Lima;LIMA
16/07/2019;17311908;PEN;20;17/07/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
16/07/2019;17312015;USD;20;17/07/2019;193822;1;AG. ROSA TORO;193022;San Borja;Lima;LIMA
16/07/2019;17312104;PEN;1000;17/07/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
16/07/2019;17312571;PEN;400;17/07/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
16/07/2019;17312877;PEN;600;23/07/2019;193880;1;AG. PUNTO BCP HUIRACOCHA;193080;Jesus Maria;Lima;LIMA
16/07/2019;17312921;USD;112;22/07/2019;10;1;AG.MEGA PLAZA-CC CONO NORTE;191010;Independencia;Lima;LIMA
16/07/2019;17313141;PEN;4827;16/07/2019;475988;1;AG. OPEN PLAZA PIURA;475006;Castilla;Piura;PIURA
16/07/2019;17313419;PEN;14;19/07/2019;193858;1;AG. JIRON BOLOGNESI;193058;Magdalena Del Mar;Lima;LIMA
16/07/2019;17313649;PEN;50;22/07/2019;220208;1;AG.AYACUCHO BANCA DE SERVICIO;220000;Ayacucho;Huamanga;AYACUCHO
16/07/2019;17314375;PEN;574;31/07/2019;4;1;AG.PLAZA SAN MARTIN;191004;Lima;Lima;LIMA
16/07/2019;17314420;PEN;999;17/07/2019;420208;1;AG. LA OROYA BCA SERV.;420000;La Oroya;Yauli;JUNIN
6/08/2019;17382533;USD;1000;7/08/2019;85;1;AG.HUAYCAN;191085;Ate;Lima;LIMA
6/08/2019;17382555;PEN;11;7/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
6/08/2019;17383159;PEN;200000;7/08/2019;475214;1;AG. PLAZA DE LA LUNA;475009;Piura;Piura;PIURA
6/08/2019;17383577;PEN;20224;6/08/2019;545208;1;AG. TALARA BCA SERV.;545000;Pariñas;Talara;PIURA
6/08/2019;17384055;PEN;1050;7/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
6/08/2019;17384937;PEN;700;19/08/2019;118;1;AG.MAP SANTA ANITA;191118;Santa Anita;Lima;LIMA
6/08/2019;17385068;PEN;20000;7/08/2019;540208;1;AG. TACNA BANCA DE SERV.;540000;Tacna;Tacna;TACNA
6/08/2019;17385274;PEN;4;6/08/2019;73;1;AG. NICOLAS ARRIOLA;191073;La Victoria;Lima;LIMA
6/08/2019;17385284;PEN;100;7/08/2019;540208;1;AG. TACNA BANCA DE SERV.;540000;Tacna;Tacna;TACNA
6/08/2019;17385304;PEN;130;13/08/2019;194769;1;COMANDANTE ESPINAR II;194069;Miraflores;Lima;LIMA
6/08/2019;17385309;PEN;550;8/08/2019;285274;1;AG. URUBAMBA;285009;Urubamba;Urubamba;CUSCO
6/08/2019;17385408;USD;2475;8/08/2019;4;1;AG.PLAZA SAN MARTIN;191004;Lima;Lima;LIMA
6/08/2019;17385420;PEN;400;15/08/2019;118;1;AG.MAP SANTA ANITA;191118;Santa Anita;Lima;LIMA
6/08/2019;17385507;PEN;99;9/08/2019;475214;1;AG. PLAZA DE LA LUNA;475009;Piura;Piura;PIURA
6/08/2019;17385524;PEN;82;8/08/2019;345208;1;HUAMACHUCO BANCA DE SERVICIO;345000;Huamachuco;Sanchez Carrion;LA LIBERTAD
6/08/2019;17385560;PEN;500;12/08/2019;193865;1;AG.PETIT THOUARS;193065;Lince;Lima;LIMA
7/08/2019;17386798;PEN;2500;7/08/2019;420208;1;AG. LA OROYA BCA SERV.;420000;La Oroya;Yauli;JUNIN
7/08/2019;17386839;PEN;50000;8/08/2019;475275;1;AG.EL CHIPE;475012;Piura;Piura;PIURA
7/08/2019;17387036;PEN;198;9/08/2019;475275;1;AG.EL CHIPE;475012;Piura;Piura;PIURA
7/08/2019;17387170;PEN;78;8/08/2019;245208;1;AG.CAJAMARCA BANCA DE SERVICIO;245000;Cajamarca;Cajamarca;CAJAMARCA
7/08/2019;17387352;PEN;600;8/08/2019;194722;1;AG. LURIN;194022;Lurin;Lima;LIMA
7/08/2019;17387460;PEN;100;8/08/2019;220208;1;AG.AYACUCHO BANCA DE SERVICIO;220000;Ayacucho;Huamanga;AYACUCHO
7/08/2019;17388087;PEN;30;14/08/2019;193839;1;AG. SUCRE;193039;Pueblo Libre;Lima;LIMA
7/08/2019;17388550;PEN;999;8/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
7/08/2019;17388944;PEN;10;9/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
7/08/2019;17389007;PEN;37;8/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
7/08/2019;17389049;PEN;951;29/08/2019;380208;1;AG. ICA BANCA DE SERVICIO;380000;Ica;Ica;ICA
7/08/2019;17389054;PEN;150;12/08/2019;108;1;AG. TUSILAGOS;191108;San Juan de Lurigancho;Lima;LIMA
7/08/2019;17389073;PEN;13816;8/08/2019;245952;1;AG. EL QUINDE - CAJAMARCA;245001;Cajamarca;Cajamarca;CAJAMARCA
7/08/2019;17389082;PEN;196;9/08/2019;540234;1;AG. ALTO DE LA ALIANZA;540004;Alto de la Alianza;Tacna;TACNA
7/08/2019;17389100;PEN;200;15/08/2019;495208;1;AG. PUNO BANCA DE SERVICIO;495000;Puno;Puno;PUNO
7/08/2019;17389104;PEN;100;16/08/2019;380208;1;AG. ICA BANCA DE SERVICIO;380000;Ica;Ica;ICA
7/08/2019;17389132;PEN;800;19/08/2019;75;1;AG.CHOSICA;191075;Lurigancho;Lima;LIMA
7/08/2019;17389154;PEN;400;15/08/2019;405266;1;JAUREGUI;405005;Cercado;Juliaca;PUNO
7/08/2019;17389160;PEN;4;7/08/2019;73;1;AG. NICOLAS ARRIOLA;191073;La Victoria;Lima;LIMA
7/08/2019;17389223;PEN;500;21/08/2019;52;1;AG.SANTA ANITA;191052;Santa Anita;Lima;LIMA
8/08/2019;17389399;USD;89;26/08/2019;245952;1;AG. EL QUINDE - CAJAMARCA;245001;Cajamarca;Cajamarca;CAJAMARCA
8/08/2019;17389532;PEN;33;9/08/2019;245208;1;AG.CAJAMARCA BANCA DE SERVICIO;245000;Cajamarca;Cajamarca;CAJAMARCA
8/08/2019;17389984;PEN;4000;9/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
8/08/2019;17389996;PEN;8991;9/08/2019;405208;1;AG. JULIACA BANCA DE SERVICIO;405000;Juliaca;San Román;PUNO
8/08/2019;17390058;PEN;100;14/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
8/08/2019;17390076;USD;200;8/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
8/08/2019;17390251;PEN;175;8/08/2019;475214;1;AG. PLAZA DE LA LUNA;475009;Piura;Piura;PIURA
8/08/2019;17391040;PEN;660;9/08/2019;4;1;AG.PLAZA SAN MARTIN;191004;Lima;Lima;LIMA
8/08/2019;17391385;PEN;368;14/08/2019;194708;1;AG. TEJADA;194008;Barranco;Lima;LIMA
8/08/2019;17391395;USD;570;9/08/2019;118;1;AG.MAP SANTA ANITA;191118;Santa Anita;Lima;LIMA
8/08/2019;17391552;PEN;500;9/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
8/08/2019;17391708;PEN;4120;9/08/2019;194762;1;AG. LA HABANA;194062;San Isidro;Lima;LIMA
8/08/2019;17391718;PEN;680;22/08/2019;52;1;AG.SANTA ANITA;191052;Santa Anita;Lima;LIMA
8/08/2019;17391797;USD;100;20/08/2019;540208;1;AG. TACNA BANCA DE SERV.;540000;Tacna;Tacna;TACNA
8/08/2019;17392141;PEN;8191;9/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
8/08/2019;17392169;PEN;1850;12/08/2019;194701;1;AG.CHORRILOS;194001;Chorrillos;Lima;LIMA
8/08/2019;17392311;PEN;10;21/08/2019;73;1;AG. NICOLAS ARRIOLA;191073;La Victoria;Lima;LIMA
8/08/2019;17392371;PEN;8200;12/08/2019;193863;1;AG.ARENALES;193063;Lince;Lima;LIMA
8/08/2019;17392379;USD;740;22/08/2019;194760;1;STRIP CENTER GUARDIA CIVIL;194060;Chorrillos;Lima;LIMA
8/08/2019;17392475;PEN;385;16/08/2019;75;1;AG.CHOSICA;191075;Lurigancho;Lima;LIMA
8/08/2019;17392550;PEN;163;9/08/2019;495208;1;AG. PUNO BANCA DE SERVICIO;495000;Puno;Puno;PUNO
8/08/2019;17392588;PEN;1994;26/08/2019;194760;1;STRIP CENTER GUARDIA CIVIL;194060;Chorrillos;Lima;LIMA
8/08/2019;17392681;PEN;196;22/08/2019;193863;1;AG.ARENALES;193063;Lince;Lima;LIMA
8/08/2019;17392682;PEN;52;13/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
8/08/2019;17392704;PEN;10;9/08/2019;405208;1;AG. JULIACA BANCA DE SERVICIO;405000;Juliaca;San Román;PUNO
8/08/2019;17392724;PEN;2400;15/08/2019;205208;1;ANDAHUAYLAS B SERV;205000;Andahuaylas;Andahuaylas;APURIMAC
8/08/2019;17392726;USD;2000;8/08/2019;32;1;AG.PQ.MANCO CAPAC;191032;La Victoria;Lima;LIMA
9/08/2019;17392792;PEN;10000;9/08/2019;4;1;AG.PLAZA SAN MARTIN;191004;Lima;Lima;LIMA
22/08/2019;17434608;PEN;2080;26/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
22/08/2019;17434779;USD;76;22/08/2019;194708;1;AG. TEJADA;194008;Barranco;Lima;LIMA
22/08/2019;17434815;USD;100;22/08/2019;194708;1;AG. TEJADA;194008;Barranco;Lima;LIMA
22/08/2019;17435130;USD;100;22/08/2019;194708;1;AG. TEJADA;194008;Barranco;Lima;LIMA
22/08/2019;17435250;PEN;100;22/08/2019;194742;1;AG. TOMAS MARZANO;194042;Surquillo;Lima;LIMA
22/08/2019;17435380;PEN;630;13/09/2019;52;1;AG.SANTA ANITA;191052;Santa Anita;Lima;LIMA
22/08/2019;17435415;PEN;110;22/08/2019;475988;1;AG. OPEN PLAZA PIURA;475006;Castilla;Piura;PIURA
12/08/2019;17401118;PEN;200;20/08/2019;405266;1;JAUREGUI;405005;Cercado;Juliaca;PUNO
12/08/2019;17401249;PEN;1000;13/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
12/08/2019;17401566;PEN;5000;13/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
12/08/2019;17401949;PEN;10886;13/08/2019;193804;1;AG.MOLICENTRO;193004;La Molina;Lima;LIMA
12/08/2019;17401959;PEN;2780;10/09/2019;220208;1;AG.AYACUCHO BANCA DE SERVICIO;220000;Ayacucho;Huamanga;AYACUCHO
12/08/2019;17402649;PEN;450;28/08/2019;193858;1;AG. JIRON BOLOGNESI;193058;Magdalena Del Mar;Lima;LIMA
12/08/2019;17402664;PEN;1300000;13/08/2019;215905;1;AG. SAN CAMILO;215006;Arequipa;Arequipa;AREQUIPA
12/08/2019;17402786;PEN;200;20/08/2019;88;1;AG.CC. FIORI;191088;San Martin de Porres;Lima;LIMA
12/08/2019;17402877;PEN;49;19/08/2019;193804;1;AG.MOLICENTRO;193004;La Molina;Lima;LIMA
12/08/2019;17402880;PEN;451;26/08/2019;193870;1;AG. SAN LUIS;193070;San Borja;Lima;LIMA
12/08/2019;17402942;PEN;10;13/08/2019;64;1;AG. MERCADO DE FRUTAS;191064;La Victoria;Lima;LIMA
19/08/2019;17423508;PEN;1000;4/09/2019;88;1;AG.CC. FIORI;191088;San Martin de Porres;Lima;LIMA
19/08/2019;17423527;PEN;100;20/08/2019;192608;1;AG.FAUCETT;192008;San Miguel;Lima;LIMA
19/08/2019;17423585;PEN;500000;20/08/2019;215905;1;AG. SAN CAMILO;215006;Arequipa;Arequipa;AREQUIPA
19/08/2019;17423610;PEN;1000;21/08/2019;385208;1;AG. ILO BANCA DE SERV.;385000;Ilo;Ilo;MOQUEGUA
19/08/2019;17423812;USD;100;21/08/2019;193839;1;AG. SUCRE;193039;Pueblo Libre;Lima;LIMA
19/08/2019;17423821;PEN;60;3/09/2019;88;1;AG.CC. FIORI;191088;San Martin de Porres;Lima;LIMA
19/08/2019;17423942;PEN;33;20/08/2019;193802;1;AG.PANAMA;193002;Surquillo;Lima;LIMA
19/08/2019;17423964;PEN;458;23/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
19/08/2019;17424018;PEN;12;20/08/2019;193863;1;AG.ARENALES;193063;Lince;Lima;LIMA
19/08/2019;17424246;PEN;519;22/08/2019;192608;1;AG.FAUCETT;192008;San Miguel;Lima;LIMA
19/08/2019;17424438;PEN;130;21/08/2019;193802;1;AG.PANAMA;193002;Surquillo;Lima;LIMA
19/08/2019;17424551;PEN;99;20/08/2019;475268;1;AG. TAMBOGRANDE;475013;Tambogrande;Piura;PIURA
19/08/2019;17424661;PEN;165;20/08/2019;193829;1;AG. RISSO;193029;Lince;Lima;LIMA
19/08/2019;17424681;PEN;546;20/08/2019;95;1;AG.CAPON;191095;Lima;Lima;LIMA
19/08/2019;17424697;PEN;2000;21/08/2019;385208;1;AG. ILO BANCA DE SERV.;385000;Ilo;Ilo;MOQUEGUA
19/08/2019;17424721;PEN;255;26/08/2019;380208;1;AG. ICA BANCA DE SERVICIO;380000;Ica;Ica;ICA
19/08/2019;17424795;PEN;1100;28/08/2019;525208;1;AG. SATIPO BCA SERVICIO;525000;Satipo;Satipo;JUNIN
19/08/2019;17424797;PEN;247;23/08/2019;194711;1;AG. LAS GARDENIAS;194011;Santiago de Surco;Lima;LIMA
19/08/2019;17424806;PEN;50;23/08/2019;495208;1;AG. PUNO BANCA DE SERVICIO;495000;Puno;Puno;PUNO
19/08/2019;17424817;USD;540;29/08/2019;540208;1;AG. TACNA BANCA DE SERV.;540000;Tacna;Tacna;TACNA
19/08/2019;17424843;PEN;200;23/08/2019;355966;1;AG. SAN CARLOS;355004;Huancayo;Huancayo;JUNIN
19/08/2019;17424866;USD;50;20/08/2019;545208;1;AG. TALARA BCA SERV.;545000;Pariñas;Talara;PIURA
19/08/2019;17424895;PEN;148;21/08/2019;64;1;AG. MERCADO DE FRUTAS;191064;La Victoria;Lima;LIMA
20/08/2019;17424998;PEN;10000;20/08/2019;4;1;AG.PLAZA SAN MARTIN;191004;Lima;Lima;LIMA
20/08/2019;17425538;PEN;3500;21/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
20/08/2019;17425648;PEN;60000;21/08/2019;205208;1;ANDAHUAYLAS B SERV;205000;Andahuaylas;Andahuaylas;APURIMAC
20/08/2019;17428069;PEN;50;21/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
20/08/2019;17428325;PEN;11;21/08/2019;192623;1;AG.CARGO CITY;192023;Callao;Callao;CALLAO
20/08/2019;17428348;PEN;6;20/08/2019;73;1;AG. NICOLAS ARRIOLA;191073;La Victoria;Lima;LIMA
20/08/2019;17428581;PEN;100;2/09/2019;193828;1;AG. REAL PLAZA PRIMAVERA;193028;San Borja;Lima;LIMA
20/08/2019;17428675;PEN;0;20/08/2019;2;1;AG.MERCADO CENTRAL;191002;Lima;Lima;LIMA
20/08/2019;17428680;USD;0;20/08/2019;194762;1;AG. LA HABANA;194062;San Isidro;Lima;LIMA
20/08/2019;17428732;PEN;250;26/08/2019;194760;1;STRIP CENTER GUARDIA CIVIL;194060;Chorrillos;Lima;LIMA
20/08/2019;17428773;PEN;0;20/08/2019;194773;1;OVALO HIGUERETA;194073;Santiago de Surco;Lima;LIMA
20/08/2019;17428800;PEN;0;20/08/2019;193853;1;AG.PEZET;193053;San Isidro;Lima;LIMA
20/08/2019;17428803;PEN;0;20/08/2019;19;1;AG.UNIPLAZA;191019;San Martin de Porres;Lima;LIMA
20/08/2019;17428812;PEN;5;28/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
20/08/2019;17428825;PEN;0;20/08/2019;193853;1;AG.PEZET;193053;San Isidro;Lima;LIMA
20/08/2019;17428828;PEN;1000;23/08/2019;285274;1;AG. URUBAMBA;285009;Urubamba;Urubamba;CUSCO
20/08/2019;17428842;PEN;20;21/08/2019;10;1;AG.MEGA PLAZA-CC CONO NORTE;191010;Independencia;Lima;LIMA
20/08/2019;17428869;PEN;0;20/08/2019;95;1;AG.CAPON;191095;Lima;Lima;LIMA
20/08/2019;17428896;PEN;454;28/08/2019;305914;1;AG. PEDRO RUIZ;305001;Chiclayo;Chiclayo;LAMBAYEQUE
20/08/2019;17428899;PEN;0;20/08/2019;194762;1;AG. LA HABANA;194062;San Isidro;Lima;LIMA
20/08/2019;17428908;PEN;0;20/08/2019;95;1;AG.CAPON;191095;Lima;Lima;LIMA
20/08/2019;17428926;PEN;0;23/08/2019;194780;1;AG. PUNTO BCP HOSPITAL FAP;194080;Miraflores;Lima ;LIMA
20/08/2019;17428938;PEN;1020;21/08/2019;88;1;AG.CC. FIORI;191088;San Martin de Porres;Lima;LIMA
20/08/2019;17428957;PEN;1;20/08/2019;194708;1;AG. TEJADA;194008;Barranco;Lima;LIMA
20/08/2019;17428967;PEN;0;20/08/2019;166;1;AG.LA RAMBLA - BRASIL;191166;Breña;Lima;LIMA
20/08/2019;17429000;PEN;0;20/08/2019;194708;1;AG. TEJADA;194008;Barranco;Lima;LIMA
20/08/2019;17429013;PEN;0;20/08/2019;166;1;AG.LA RAMBLA - BRASIL;191166;Breña;Lima;LIMA
20/08/2019;17429017;PEN;0;20/08/2019;192608;1;AG.FAUCETT;192008;San Miguel;Lima;LIMA
20/08/2019;17429019;PEN;0;20/08/2019;380208;1;AG. ICA BANCA DE SERVICIO;380000;Ica;Ica;ICA
20/08/2019;17429021;PEN;99;9/09/2019;495208;1;AG. PUNO BANCA DE SERVICIO;495000;Puno;Puno;PUNO
20/08/2019;17429042;PEN;5;22/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
20/08/2019;17429043;PEN;15;13/09/2019;495208;1;AG. PUNO BANCA DE SERVICIO;495000;Puno;Puno;PUNO
20/08/2019;17429048;PEN;0;20/08/2019;194773;1;OVALO HIGUERETA;194073;Santiago de Surco;Lima;LIMA
20/08/2019;17429078;PEN;0;22/08/2019;310995;1;AG. MEGA PLAZA CHIMBOTE;310004;Chimbote;Santa;ANCASH
20/08/2019;17429116;PEN;2000;11/09/2019;380208;1;AG. ICA BANCA DE SERVICIO;380000;Ica;Ica;ICA
20/08/2019;17429132;PEN;0;20/08/2019;194742;1;AG. TOMAS MARZANO;194042;Surquillo;Lima;LIMA
20/08/2019;17429154;PEN;62;28/08/2019;59;1;AG.VILLA SOL;191059;Los Olivos;Lima;LIMA
20/08/2019;17429155;PEN;0;21/08/2019;193853;1;AG.PEZET;193053;San Isidro;Lima;LIMA
20/08/2019;17429163;PEN;700;21/08/2019;245952;1;AG. EL QUINDE - CAJAMARCA;245001;Cajamarca;Cajamarca;CAJAMARCA
20/08/2019;17429202;PEN;152;22/08/2019;220208;1;AG.AYACUCHO BANCA DE SERVICIO;220000;Ayacucho;Huamanga;AYACUCHO
20/08/2019;17429205;PEN;879;20/08/2019;495208;1;AG. PUNO BANCA DE SERVICIO;495000;Puno;Puno;PUNO
20/08/2019;17429207;PEN;1000;3/09/2019;220208;1;AG.AYACUCHO BANCA DE SERVICIO;220000;Ayacucho;Huamanga;AYACUCHO
20/08/2019;17429225;PEN;0;22/08/2019;194722;1;AG. LURIN;194022;Lurin;Lima;LIMA
20/08/2019;17429305;PEN;7;22/08/2019;570208;1;AG. TRUJILLO BCA SERV.;570000;Trujillo;Trujillo;LA LIBERTAD
21/08/2019;17429351;PEN;400;28/08/2019;52;1;AG.SANTA ANITA;191052;Santa Anita;Lima;LIMA
21/08/2019;17429378;PEN;10000;21/08/2019;4;1;AG.PLAZA SAN MARTIN;191004;Lima;Lima;LIMA
21/08/2019;17429434;PEN;120;28/08/2019;193853;1;AG.PEZET;193053;San Isidro;Lima;LIMA
21/08/2019;17429477;USD;500;22/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
21/08/2019;17429912;PEN;50;23/08/2019;405208;1;AG. JULIACA BANCA DE SERVICIO;405000;Juliaca;San Román;PUNO
21/08/2019;17429925;PEN;100;3/09/2019;405208;1;AG. JULIACA BANCA DE SERVICIO;405000;Juliaca;San Román;PUNO
21/08/2019;17430344;PEN;40000;22/08/2019;475214;1;AG. PLAZA DE LA LUNA;475009;Piura;Piura;PIURA
21/08/2019;17431532;PEN;0;21/08/2019;19;1;AG.UNIPLAZA;191019;San Martin de Porres;Lima;LIMA
21/08/2019;17431706;PEN;10000;22/08/2019;265208;1;AG. CASMA BCA SERV;265000;Casma;Casma;ANCASH
5/08/2019;17380894;PEN;100;9/08/2019;300208;1;CHEPEN BANCA DE SERVICIO;300000;Chepen;Chepen;LA LIBERTAD
5/08/2019;17380900;PEN;100;6/08/2019;28;1;AG.ANTUNEZ DE MAYOLO;191028;Los Olivos;Lima;LIMA
5/08/2019;17380958;PEN;8500;7/08/2019;215953;1;AG. UMACOLLO;215009;Yanahuara;Arequipa;AREQUIPA
5/08/2019;17380960;PEN;2505;6/08/2019;215953;1;AG. UMACOLLO;215009;Yanahuara;Arequipa;AREQUIPA
5/08/2019;17381179;PEN;100;7/08/2019;192669;1;AG.MARANGA;192069;San Miguel;Lima;LIMA
5/08/2019;17381238;USD;174;16/08/2019;193895;1;AG. C.C. CAMINO REAL;193095;San Isidro;Lima;LIMA
5/08/2019;17381354;PEN;105;9/08/2019;62;1;AG.PLAZA UNION;191062;Lima;Lima;LIMA
5/08/2019;17381427;PEN;108;6/08/2019;193895;1;AG. C.C. CAMINO REAL;193095;San Isidro;Lima;LIMA
5/08/2019;17381431;PEN;35;8/08/2019;475991;1;OFICINA REAL PLAZA PIURA;475007;Piura;Piura;PIURA
6/08/2019;17381521;PEN;5000;6/08/2019;193835;1;AG. TORRE SIGLO XXI;193035;San Isidro;Lima;LIMA
9/08/2019;17393424;PEN;5000;9/08/2019;89;1;AG.ALFONSO UGARTE;191089;Breña;Lima;LIMA
9/08/2019;17394056;PEN;1997;12/08/2019;475991;1;OFICINA REAL PLAZA PIURA;475007;Piura;Piura;PIURA
9/08/2019;17394242;PEN;78000;12/08/2019;475991;1;OFICINA REAL PLAZA PIURA;475007;Piura;Piura;PIURA
9/08/2019;17394774;PEN;1332016;13/08/2019;193824;1;AG. RIVERA NAVARRETE;193024;San Isidro;Lima;LIMA
9/08/2019;17394799;PEN;200;12/08/2019;220202;1;AG. MARISCAL CACERES;220002;Ayacucho;Huamanga;AYACUCHO
9/08/2019;17394980;PEN;211537;13/08/2019;193824;1;AG. RIVERA NAVARRETE;193024;San Isidro;Lima;LIMA
9/08/2019;17395014;PEN;314500;13/08/2019;193824;1;AG. RIVERA NAVARRETE;193024;San Isidro;Lima;LIMA
9/08/2019;17395044;PEN;285000;13/08/2019;193824;1;AG. RIVERA NAVARRETE;193024;San Isidro;Lima;LIMA
9/08/2019;17395208;PEN;70;19/08/2019;193875;1;AG.CUBA;193075;Jesus Maria;Lima;LIMA
9/08/2019;17396035;PEN;2917;12/08/2019;193835;1;AG. TORRE SIGLO XXI;193035;San Isidro;Lima;LIMA
9/08/2019;17396174;USD;100;12/08/2019;194772;1;AG. MERCADERES;194072;Santiago de Surco;Lima;LIMA
9/08/2019;17396267;PEN;82;12/08/2019;35;1;AG.PUENTE PIEDRA;191035;Puente Piedra;Lima;LIMA
9/08/2019;17396427;PEN;1000;23/08/2019;215207;1;AG. MARIANO MELGAR;215014;Mariano Melgar;Arequipa;AREQUIPA
9/08/2019;17396489;PEN;11;12/08/2019;193867;1;AG. SAN BORJA SUR;193067;San Borja;Lima;LIMA
9/08/2019;17396554;USD;99;12/08/2019;192654;1;AG.C. AEREO COMERCIAL;192054;Callao;Callao;CALLAO
10/08/2019;17398032;USD;700;29/08/2019;193824;1;AG. RIVERA NAVARRETE;193024;San Isidro;Lima;LIMA
10/08/2019;17398337;PEN;5;13/08/2019;194703;1;AG. PARDO;194003;Miraflores;Lima;LIMA
10/08/2019;17398538;PEN;50;19/08/2019;192629;1;AG.CANTA CALLAO OPEN PLZ.;192029;Callao;Lima;LIMA
10/08/2019;17398585;PEN;100;14/08/2019;193897;1;AG. DOMINGO ELIAS;193097;Miraflores;Lima;LIMA
10/08/2019;17398616;PEN;1000;14/08/2019;43;1;AG.VITARTE;191043;Ate;Lima;LIMA
10/08/2019;17398720;PEN;60;15/08/2019;35;1;AG.PUENTE PIEDRA;191035;Puente Piedra;Lima;LIMA
